rank;french;engl;example_french;example_engl
4903;négliger;neglect;;
4904;recharge;recharge;;
4905;dune;dune;;
4906;grc;rcmp;;
4907;vêtir;clothe;;
4908;mehdi;mehdi;;
4909;contourner;bypass;;
4910;comore;comoro;;
4911;manœuvre;maneuver;;
4912;négociateur;negotiator;;
4913;prospérité;prosperity;;
4914;renouveau;renewal;;
4915;décréter;decree;;
4916;treize;thirteen;;
4917;littéralement;literally;;
4918;diego;diego;;
4919;sandrine;sandrine;;
4920;bousculer;hustle;;
4921;vanter;boast;;
4922;atmosphère;atmosphere;;
4923;référer;refer;;
4924;participatif;participatory;;
4925;activiste;activist;;
4926;corse;Corsica;;
4927;encontre;against;;
4928;fondement;foundation;;
4929;bnp;bnp;;
4930;soviétique;Soviet;;
4931;croisière;cruise;;
4932;lapin;rabbit;;
4933;mélanger;mix;;
4934;succomber;succumb;;
4935;barreau;bar;;
4936;totalité;totality;;
4937;poussière;dust;;
4938;sale;dirty;;
4939;réélection;re-election;;
4940;queue;tail;;
4941;charbon;coal;;
4942;jennifer;jennifer;;
4943;regagner;regain;;
4944;thèse;thesis;;
4945;toiture;roofing;;
4946;faune;wildlife;;
4947;jules;jules;;
4948;plaignant;complainant;;
4949;joyeux;happy;;
4950;existence;existence;;
4951;willy;willy;;
4952;aisé;easy;;
4953;fragiliser;weaken;;
4954;pennsylvanie;Pennsylvania;;
4955;four;oven;;
4956;convoi;convoy;;
4957;correct;correct;;
4958;voltigeurs;outfielders;;
4959;héberger;host;;
4960;jimmy;jimmy;;
4961;démarquer;stand out;;
4962;mondiau;global;;
4963;coordonnateur;coordinator;;
4964;décorer;decorate;;
4965;enchère;bid;;
4966;génial;awesome;;
4967;mélanie;melanie;;
4968;versement;payment;;
4969;dison;say;;
4970;essence;essence;;
4971;annie;annie;;
4972;gel;freeze;;
4973;bulle;bubble;;
4974;camerounais;Cameroonian;;
4975;ménager;household;;
4976;booster;booster;;
4977;déjeuner;lunch;;
4978;ranger;put away;;
4979;méconnaître;misunderstand;;
4980;inventer;invent;;
4981;prétexte;pretext;;
4982;recourir;resort;;
4983;impatience;impatience;;
4984;détournement;diversion;;
4985;captivant;captivating;;
4986;matteo;matteo;;
4987;régulateur;regulator;;
4988;arborer;to sport;;
4989;tampa;tampa;;
4990;fontaine;fountain;;
4991;intensité;intensity;;
4992;alice;alice;;
4993;projectile;projectile;;
4994;céréale;cereal;;
4995;nigérian;Nigerian;;
4996;kansas;Kansas;;
4997;loterie;lottery;;
4998;belgian;Belgian;;
4999;déboucher;unblock;;
5000;traditionnellement;traditionally;;
5001;séoul;seoul;;
5002;exporter;export;;
5003;del;del;;
5004;cpi;cpi;;
5005;soupçon;suspicion;;
5006;noah;noah;;
5007;boxe;boxing;;
5008;interactif;interactive;;
5009;minière;mining;;
5010;traduction;translation;;
5011;sacre;sacred;;
5012;émotionnel;emotional;;
5013;littoral;coastline;;
5014;geneviève;genevieve;;
5015;cadavre;corpse;;
5016;meneur;leader;;
5017;étroit;narrow;;
5018;kit;kit;;
5019;connor;Connor;;
5020;sapin;fir tree;;
5021;pente;slope;;
5022;cloche;bell;;
5023;innocent;innocent;;
5024;bfmtv;bfmtv;;
5025;robin;robin;;
5026;coulibaly;coulibaly;;
5027;netanyahou;netanyahu;;
5028;angle;corner;;
5029;dissoudre;dissolve;;
5030;manifestement;obviously;;
5031;comté;county;;
5032;purement;purely;;
5033;ventre;belly;;
5034;jeff;jeff;;
5035;structurer;structure;;
5036;formel;formal;;
5037;cave;cellar;;
5038;entame;begins;;
5039;meta;meta;;
5040;jeanne;jane;;
5041;servette;napkin;;
5042;conjugal;marital;;
5043;colossal;colossal;;
5044;gâteau;cake;;
5045;finlande;Finland;;
5046;nage;swimming;;
5047;taper;type;;
5048;affirmation;affirmation;;
5049;clause;clause;;
5050;façonner;shape;;
5051;étonner;astonish;;
5052;insulte;insult;;
5053;savourer;enjoy;;
5054;goûter;to taste;;
5055;cocktail;cocktail;;
5056;minéral;mineral;;
5057;sphère;sphere;;
5058;comble;attic;;
5059;cohérent;consistent;;
5060;assimi;assimilated;;
5061;électricité;electricity;;
5062;dépistage;screening;;
5063;sociétal;societal;;
5064;revendiqu;claimed;;
5065;véronique;speedwell;;
5066;retarder;to delay;;
5067;rivaliser;compete;;
5068;ciotti;ciotti;;
5069;huis;door;;
5070;bris;breakage;;
5071;panel;panel;;
5072;hypothèse;assumption;;
5073;mémorable;memorable;;
5074;gamin;kid;;
5075;sauce;sauce;;
5076;puce;chip;;
5077;itinéraire;itinerary;;
5078;lidl;lidl;;
5079;mercedes;mercedes;;
5080;contrast;contrast;;
5081;naval;naval;;
5082;échantillon;sample;;
5083;loïc;loïc;;
5084;félicitation;congratulation;;
5085;aston;aston;;
5086;redevenir;become again;;
5087;spa;spa;;
5088;man;man;;
5089;nasser;nasser;;
5090;configuration;configuration;;
5091;consulat;consulate;;
5092;avantageux;advantageous;;
5093;affilier;affiliate;;
5094;prospère;prosperous;;
5095;complément;complement;;
5096;clin;wink;;
5097;interaction;interaction;;
5098;vraisemblablement;probably;;
5099;athlèt;athlete;;
5100;apparence;appearance;;
5101;rétablissement;recovery;;
5102;wilayas;wilayas;;
5103;frustrer;frustrate;;
5104;revivre;relive;;
5105;sierra;sierra;;
5106;persistant;persistent;;
5107;dépression;depression;;
5108;leblanc;leblanc;;
5109;santa;santa;;
5110;historien;historian;;
5111;minimal;minimal;;
5112;koursk;Kursk;;
5113;divorcer;divorce;;
5114;osciller;oscillate;;
5115;amusant;amusing;;
5116;relâcher;release;;
5117;vaud;vaud;;
5118;derby;Derby;;
5119;lentement;slowly;;
5120;sioniste;Zionist;;
5121;singulier;singular;;
5122;mobilier;furniture;;
5123;fiscalité;taxation;;
5124;réinventer;reinvent;;
5125;coopérative;cooperative;;
5126;garer;park;;
5127;jannik;jannik;;
5128;slovène;Slovenian;;
5129;irlandais;Irish;;
5130;librement;freely;;
5131;déviation;DETOUR;;
5132;rente;annuity;;
5133;historiquement;historically;;
5134;intempérie;bad weather;;
5135;émaner;emanate;;
5136;junte;junta;;
5137;démarrage;startup;;
5138;applaudir;applaud;;
5139;économiser;save;;
5140;trentenaire;thirty years old;;
5141;anna;anna;;
5142;walter;walter;;
5143;lointain;distant;;
5144;allée;aisle;;
5145;tailler;prune;;
5146;compositeur;composer;;
5147;blanchiment;whitening;;
5148;emprunt;loan;;
5149;guichet;ticket office;;
5150;puiser;draw;;
5151;titan;Titan;;
5152;reconduire;renew;;
5153;fumer;smoke;;
5154;caserne;barracks;;
5155;alpha;alpha;;
5156;valise;suitcase;;
5157;tireur;shooter;;
5158;admirer;admire;;
5159;gêner;hinder;;
5160;approprier;appropriate;;
5161;cacao;cocoa;;
5162;martine;Martine;;
5163;joël;joel;;
5164;parfum;scent;;
5165;sinistre;sinister;;
5166;quatorze;fourteen;;
5167;indemnité;compensation;;
5168;douche;shower;;
5169;repenser;rethink;;
5170;venise;venice;;
5171;violemment;violently;;
5172;conférer;confer;;
5173;dynamisme;dynamism;;
5174;fasciner;fascinate;;
5175;munir;equip;;
5176;guitare;guitar;;
5177;brad;brad;;
5178;eagle;eagle;;
5179;tgv;tgv;;
5180;sinistrer;sinister;;
5181;satisfaisant;satisfying;;
5182;corner;corner;;
5183;denrée;commodity;;
5184;victoria;Victoria;;
5185;tabou;taboo;;
5186;messe;mass;;
5187;jonas;jonas;;
5188;courtois;courteous;;
5189;expérimenté;experienced;;
5190;pokémon;pokemon;;
5191;plancher;floor;;
5192;productivité;productivity;;
5193;certifier;certify;;
5194;fuser;fuse;;
5195;homicide;homicide;;
5196;librairie;library;;
5197;mathias;mathias;;
5198;vestiaire;changing room;;
5199;parade;parade;;
5200;bmw;bmw;;
5201;ordonnance;prescription;;
5202;dave;dave;;
5203;rajouter;add;;
5204;variation;variation;;
5205;déstabiliser;destabilize;;
5206;kong;Kong;;
5207;fantôme;ghost;;
5208;portier;porter;;
5209;bal;ball;;
5210;gigantesque;gigantic;;
5211;nathan;nathan;;
5212;débourser;pay out;;
5213;hélène;Helene;;
5214;consentement;consent;;
5215;hostilité;hostility;;
5216;subheadline;subheadline;;
5217;piéger;trap;;
5218;roumain;Romanian;;
5219;peupler;populate;;
5220;schéma;plan;;
5221;idéologique;ideological;;
5222;maghreb;maghreb;;
5223;postal;postal;;
5224;dissimuler;hide;;
5225;argentine;Argentina;;
5226;caravane;caravan;;
5227;douanier;customs officer;;
5228;culpabilité;guilt;;
5229;inverser;reverse;;
5230;australie;Australia;;
5231;neutraliser;neutralize;;
5232;bouclier;shield;;
5233;enthousiaste;enthusiastic;;
5234;ascension;ascension;;
5235;casquette;cap;;
5236;camping;camping;;
5237;phoenix;phoenix;;
5238;stanley;stanley;;
5239;dépassement;exceeding;;
5240;présentement;currently;;
5241;flanc;flank;;
5242;accent;accent;;
5243;traire;milk;;
5244;composante;component;;
5245;cf;see;;
5246;fléau;scourge;;
5247;manon;manon;;
5248;gré;free will;;
5249;tisser;weave;;
5250;manquement;breach;;
5251;recommencer;start again;;
5252;expansion;expansion;;
5253;tigre;tiger;;
5254;câble;cable;;
5255;exécution;execution;;
5256;gilbert;gilbert;;
5257;donateur;donor;;
5258;uniforme;uniform;;
5259;justesse;accuracy;;
5260;malfaiteur;evildoer;;
5261;bakou;baku;;
5262;aigle;eagle;;
5263;regroupement;grouping;;
5264;sky;sky;;
5265;polisario;polisario;;
5266;trafiquant;trafficker;;
5267;recycler;recycle;;
5268;elke;elf;;
5269;ramasser;pick up;;
5270;argentin;Argentine;;
5271;davis;davis;;
5272;conformité;compliance;;
5273;challenger;challenger;;
5274;andy;andy;;
5275;vocal;vocal;;
5276;tolérance;tolerance;;
5277;dérober;steal;;
5278;presser;squeeze;;
5279;réputé;renowned;;
5280;veste;jacket;;
5281;audi;audi;;
5282;jim;jim;;
5283;scruter;scrutinize;;
5284;concitoyen;fellow citizen;;
5285;filtre;filtered;;
5286;chancelier;chancellor;;
5287;bruins;bruins;;
5288;déranger;to disturb;;
5289;politiquement;politically;;
5290;débit;Speed;;
5291;rapprochement;rapprochement;;
5292;casse;broken;;
5293;rituel;ritual;;
5294;lucratif;lucrative;;
5295;cahier;notebook;;
5296;enquêter;investigate;;
5297;mexicain;Mexican;;
5298;dortmund;Dortmund;;
5299;latéral;lateral;;
5300;seraing;seraing;;
5301;gisèle;Gisèle;;
5302;interprèt;interpreter;;
5303;balistique;ballistic;;
5304;démissionnaire;resigned;;
5305;lightning;lightning;;
5306;débris;debris;;
5307;extrémiste;extremist;;
5308;fraîcheur;freshness;;
5309;mathématique;mathematical;;
5310;fusil;gun;;
5311;enfermer;lock up;;
5312;copain;boyfriend;;
5313;bannière;banner;;
5314;pharmaceutique;pharmaceutical;;
5315;dépendant;addicted;;
5316;youssef;youssef;;
5317;maturité;maturity;;
5318;gonfler;swell;;
5319;inde;India;;
5320;ludique;playful;;
5321;éclair;flash;;
5322;dernièrement;lately;;
5323;dresse;dress;;
5324;roche;rock;;
5325;différend;dispute;;
5326;bitcoin;bitcoin;;
5327;grain;grain;;
5328;claire;clear;;
5329;souterrain;underground;;
5330;sinner;sinner;;
5331;prêtre;priest;;
5332;flyer;flyer;;
5333;respirer;breathe;;
5334;préparatif;preparation;;
5335;antérieur;prior;;
5336;martial;martial;;
5337;gant;glove;;
5338;polyvalent;versatile;;
5339;cavalier;rider;;
5340;mouche;fly;;
5341;jr;jr;;
5342;bactérie;bacterium;;
5343;soixantaine;sixty;;
5344;prélèvement;levy;;
5345;serbe;Serbian;;
5346;wilaya;wilaya;;
5347;encourir;incur;;
5348;louvière;louviere;;
5349;interpellation;arrest;;
5350;yaël;yael;;
5351;interrogé;interviewed;;
5352;semblable;similar;;
5353;patrie;country;;
5354;volontairement;voluntarily;;
5355;cgt;cgt;;
5356;litige;dispute;;
5357;incarcérer;incarcerate;;
5358;serein;serene;;
5359;lieutenant;lieutenant;;
5360;quota;quota;;
5361;tardif;late;;
5362;probatoire;probationary;;
5363;state;state;;
5364;purger;purge;;
5365;colon;colon;;
5366;philadelphie;philadelphia;;
5367;entraver;hinder;;
5368;round;round;;
5369;immersion;immersion;;
5370;retailleau;recuteau;;
5371;multinational;multinational;;
5372;convaincant;convincing;;
5373;écoute;listen;;
5374;colin;Colin;;
5375;clip;clip;;
5376;poil;hair;;
5377;champagne;Champagne;;
5378;nouer;tie;;
5379;organique;organic;;
5380;coller;stick;;
5381;administrer;administer;;
5382;sylvie;sylvie;;
5383;gueule;mouth;;
5384;baigner;bathe;;
5385;camionnette;van;;
5386;rude;harsh;;
5387;scénarist;screenwriter;;
5388;galler;galler;;
5389;allocation;allocation;;
5390;commémoration;commemoration;;
5391;karine;karine;;
5392;artisanal;artisanal;;
5393;présentateur;presenter;;
5394;brown;brown;;
5395;trembler;tremble;;
5396;hiérarchie;hierarchy;;
5397;fresque;fresco;;
5398;approprié;appropriate;;
5399;passant;passing;;
5400;chelsea;Chelsea;;
5401;coopérer;cooperate;;
5402;filer;spin;;
5403;robuste;robust;;
5404;décourager;discourage;;
5405;lucie;lucie;;
5406;sirène;siren;;
5407;bercy;bercy;;
5408;dévaster;devastate;;
5409;dark;dark;;
5410;adhérer;join;;
5411;conteneur;container;;
5412;sauvegarde;backup;;
5413;benoit;benoit;;
5414;emparer;seize;;
5415;involontaire;involuntary;;
5416;contemporaine;contemporary;;
5417;balcon;balcony;;
5418;fatiguer;tire;;
5419;rebondissement;twist;;
5420;amnesty;amnesty;;
5421;singe;monkey;;
5422;provocation;provocation;;
5423;lukaku;lukaku;;
5424;naufrage;shipwreck;;
5425;chevalier;knight;;
5426;attester;attest;;
5427;vengeance;revenge;;
5428;éternel;eternal;;
5429;nôtre;OUR;;
5430;mythe;myth;;
5431;clamer;proclaim;;
5432;absorber;absorb;;
5433;intérim;interim;;
5434;prenanter;take;;
5435;aliyev;Aliyev;;
5436;eh;eh;;
5437;pan;bang;;
5438;sécurisation;security;;
5439;illégalement;illegally;;
5440;ballet;ballet;;
5441;notoriété;fame;;
5442;europa;europa;;
5443;savoie;savoy;;
5444;tantôt;sometimes;;
5445;bastion;bastion;;
5446;dense;dense;;
5447;jong;jong;;
5448;karl;Karl;;
5449;minnesota;Minnesota;;
5450;alcaraz;alcaraz;;
5451;préavis;notice;;
5452;villeneuve;villeneuve;;
5453;pourparler;talk;;
5454;rémunérer;remunerate;;
5455;barry;barry;;
5456;country;country;;
5457;centime;cent;;
5458;stocker;store;;
5459;made;made;;
5460;centriste;centrist;;
5461;éligible;eligible;;
5462;inhabituel;unusual;;
5463;réputer;reputate;;
5464;tablette;tablet;;
5465;look;look;;
5466;assassinat;assassination;;
5467;seize;sixteen;;
5468;sévir;crack down;;
5469;neutralité;neutrality;;
5470;auto;car;;
5471;pr;pr;;
5472;interruption;interruption;;
5473;décideur;decision maker;;
5474;désignation;designation;;
5475;correction;correction;;
5476;hôtelier;hotelier;;
5477;music;music;;
5478;barack;barack;;
5479;chauffer;heat;;
5480;fréquemment;frequently;;
5481;noyer;walnut;;
5482;bell;bell;;
5483;koné;koné;;
5484;autrichien;Austrian;;
5485;carrément;downright;;
5486;chief;chief;;
5487;acheminer;convey;;
5488;stib;stib;;
5489;nelson;Nelson;;
5490;academy;academy;;
5491;paralyser;paralyze;;
5492;secouriste;first aid worker;;
5493;désastreux;disastrous;;
5494;strictement;strictly;;
5495;entourant;surrounding;;
5496;rentabilité;profitability;;
5497;saïd;said;;
5498;adieu;farewell;;
5499;grandeur;greatness;;
5500;crash;crash;;
5501;comptable;an accountant;;
5502;western;western;;
5503;préparatoire;preparatory;;
5504;renchérir;increase;;
5505;piano;piano;;
5506;chirurgical;surgical;;
5507;grenobl;grenoble;;
5508;ndong;ndong;;
5509;bad;bad;;
5510;assurément;certainly;;
5511;porto;port;;
5512;fièvre;fever;;
5513;soudain;suddenly;;
5514;formellement;formally;;
5515;chapelle;chapel;;
5516;wade;wade;;
5517;détériorer;deteriorate;;
5518;cofondateur;co-founder;;
5519;camper;camp;;
5520;brasserie;brewery;;
5521;revirement;turnaround;;
5522;anglophone;English speaking;;
5523;prof;teacher;;
5524;kangourou;kangaroo;;
5525;positionnement;positioning;;
5526;divulguer;disclose;;
5527;génétique;genetic;;
5528;valide;valid;;
5529;slovaquie;slovakia;;
5530;dépêcher;hurry;;
5531;gourmand;gourmand;;
5532;pavé;paving stone;;
5533;bailleur;lessor;;
5534;remédier;remedy;;
5535;périple;journey;;
5536;doucement;gently;;
5537;portuaire;port;;
5538;défavorable;unfavorable;;
5539;francfort;frankfurt;;
5540;tomate;tomato;;
5541;gauthier;Gauthier;;
5542;dériver;derive;;
5543;enfiler;put on;;
5544;islander;islander;;
5545;pénaliser;penalize;;
5546;culminer;peak;;
5547;improbable;unlikely;;
5548;patienter;wait;;
5549;cissé;cissé;;
5550;chevill;ankle;;
5551;océan;ocean;;
5552;major;major;;
5553;volkswagen;volkswagen;;
5554;barbara;barbara;;
5555;incertitude;uncertainty;;
5556;démanteler;dismantle;;
5557;dépens;costs;;
5558;délaisser;abandon;;
5559;pèlerin;pilgrim;;
5560;hurricane;hurricane;;
5561;andrea;andrea;;
5562;moulin;mill;;
5563;dion;dion;;
5564;recensement;census;;
5565;tolérer;tolerate;;
5566;motard;biker;;
5567;exigeant;demanding;;
5568;mutation;mutation;;
5569;rwandais;Rwandan;;
5570;aviv;aviv;;
5571;rivalité;rivalry;;
5572;obscur;obscure;;
5573;coordonnée;coordinate;;
5574;perpétrer;perpetrate;;
5575;époux;husband;;
5576;berger;shepherd;;
5577;convivial;user-friendly;;
5578;détracteur;detractor;;
5579;adn;dna;;
5580;acceptable;acceptable;;
5581;pourvoir;provide;;
5582;boualem;boualem;;
5583;comparable;comparable;;
5584;repère;landmark;;
5585;sabre;saber;;
5586;méditerranéen;Mediterranean;;
5587;indication;indication;;
5588;casier;locker;;
5589;ronde;round;;
5590;icône;icon;;
5591;dictature;dictatorship;;
5592;soignant;caregiver;;
5593;recep;receipt;;
5594;clotaire;clotaire;;
5595;soccer;soccer;;
5596;wang;wang;;
5597;geler;freeze;;
5598;skieur;skier;;
5599;carlo;carlo;;
5600;bruce;bruce;;
5601;apprentissage;learning;;
5602;épuiser;exhaust;;
5603;acquisition;acquisition;;
5604;restant;remaining;;
5605;devils;devils;;
5606;forger;forge;;
5607;mitiger;mitigate;;
5608;ex;ex;;
5609;space;space;;
5610;rock;rock;;
5611;ibrahima;ibrahim;;
5612;nfl;nfl;;
5613;lisa;Lisa;;
5614;arguer;argue;;
5615;mépris;contempt;;
5616;adama;adam;;
5617;jays;jays;;
5618;abdel;abdel;;
5619;drakkar;longship;;
5620;focus;focus;;
5621;nina;nina;;
5622;correspondance;correspondence;;
5623;inoubliable;unforgettable;;
5624;bd;comic;;
5625;éclat;glow;;
5626;johan;johan;;
5627;vulnérabilité;vulnerability;;
5628;jessica;jessica;;
5629;coordonner;coordinate;;
5630;palm;palm;;
5631;trait;line;;
5632;revisiter;revisit;;
5633;nuageux;cloudy;;
5634;roberto;roberto;;
5635;bâle;basel;;
5636;redresser;to sort out;;
5637;maximiser;maximize;;
5638;vitalité;vitality;;
5639;hautement;highly;;
5640;immigration;immigration;;
5641;excès;excess;;
5642;graine;seed;;
5643;fatal;fatal;;
5644;milice;militia;;
5645;indirect;indirect;;
5646;nasa;nasa;;
5647;axel;axel;;
5648;volée;stolen;;
5649;cole;cole;;
5650;cio;cio;;
5651;secourir;rescue;;
5652;veuve;widow;;
5653;énième;nth;;
5654;lausannois;Lausanne;;
5655;propreté;cleanliness;;
5656;inspecteur;inspector;;
5657;dicter;dictate;;
5658;bracelet;bracelet;;
5659;contraint;forced;;
5660;contrôleur;controller;;
5661;chiite;Shi'ite;;
5662;merveilleux;wonderful;;
5663;conformer;conform;;
5664;coïncider;coincide;;
5665;wilson;Wilson;;
5666;diamant;diamond;;
5667;fibr;fiber;;
5668;compact;compact;;
5669;autoritaire;authoritarian;;
5670;prestataire;provider;;
5671;versailles;versailles;;
5672;dorénavant;from now on;;
5673;basque;Basque;;
5674;saisonnier;seasonal;;
5675;amitié;friendship;;
5676;remontée;ascent;;
5677;galaxy;galaxy;;
5678;tache;stain;;
5679;flexibilité;flexibility;;
5680;bay;bay;;
5681;sven;sven;;
5682;repêcher;fish out;;
5683;beach;beach;;
5684;leclerc;leclerc;;
5685;tropical;tropical;;
5686;wild;wild;;
5687;réformer;re-form;;
5688;polluant;pollutant;;
5689;impatient;impatient;;
5690;stop;stop;;
5691;prôner;advocate;;
5692;réfuter;refute;;
5693;cérébral;cerebral;;
5694;rachid;rachid;;
5695;journalisme;journalism;;
5696;belmadi;belmadi;;
5697;rideau;curtain;;
5698;cloud;cloud;;
5699;canucks;canucks;;
5700;yann;yann;;
5701;intriguer;intrigue;;
5702;proclamer;proclaim;;
5703;conforter;comfort;;
5704;détente;relaxation;;
5705;stationner;park;;
5706;nico;Nico;;
5707;mordre;to bite;;
5708;habiller;dress;;
5709;agresseur;aggressor;;
5710;gorge;throat;;
5711;légion;legion;;
5712;bbc;bbc;;
5713;hollande;Holland;;
5714;transit;transit;;
5715;contamination;contamination;;
5716;boue;mud;;
5717;pivot;pivot;;
5718;comorien;Comorian;;
5719;désastre;disaster;;
5720;diesel;diesel;;
5721;tri;sorting;;
5722;elise;elise;;
5723;supermarché;supermarket;;
5724;capitale;capital;;
5725;plaque;plate;;
5726;fidélité;loyalty;;
5727;surpasser;surpass;;
5728;démolition;demolition;;
5729;informel;informal;;
5730;secrétariat;secretariat;;
5731;connectivité;connectivity;;
5732;reflet;reflection;;
5733;pile;stack;;
5734;contradiction;contradiction;;
5735;rhône;rhône;;
5736;aquatique;aquatic;;
5737;courtrai;courtrai;;
5738;express;express;;
5739;civique;civic;;
5740;citoyenneté;citizenship;;
5741;réservoir;reservoir;;
5742;ridicule;ridiculous;;
5743;breton;Breton;;
5744;engranger;reap;;
5745;normandie;Normandy;;
5746;hunter;hunter;;
5747;vitre;window;;
5748;gage;pledge;;
5749;périphérie;periphery;;
5750;grippe;flu;;
5751;fabian;fabian;;
5752;restructuration;restructuring;;
5753;lara;lara;;
5754;annulation;cancelation;;
5755;laboratoire;laboratory;;
5756;prévaloir;prevail;;
5757;modernité;modernity;;
5758;cube;cube;;
5759;brandon;brandon;;
5760;tec;tec;;
5761;survoler;hover;;
5762;erdogan;erdogan;;
5763;allocution;speech;;
5764;épais;thick;;
5765;bfm;bfm;;
5766;plr;plr;;
5767;amsterdam;amsterdam;;
5768;rectangle;rectangle;;
5769;cybersécurité;cybersecurity;;
5770;pavel;pavel;;
5771;hyundai;hyundai;;
5772;kinshasa;Kinshasa;;
5773;anversois;Antwerp;;
5774;auparaver;previously;;
5775;nolan;nolan;;
5776;provence;Provence;;
5777;michaël;michael;;
5778;abdou;abdou;;
5779;dénombrer;count;;
5780;décryptage;decryption;;
5781;cru;believed;;
5782;lady;lady;;
5783;dissuader;deter;;
5784;pistolet;gun;;
5785;paramètre;setting;;
5786;lamine;lamina;;
5787;rebondir;bounce;;
5788;habitat;habitat;;
5789;détester;hate;;
5790;aire;area;;
5791;sana;sana;;
5792;aaron;aaron;;
5793;respiratoire;respiratory;;
5794;matthieu;Matthew;;
5795;ponctuer;punctuate;;
5796;deadpool;dead Pool;;
5797;piloter;pilot;;
5798;visionner;view;;
5799;formulaire;form;;
5800;natale;native;;
5801;poel;stove;;
5802;anodin;harmless;;
5803;spectre;spectrum;;
5804;différemment;differently;;
5805;oled;oled;;
5806;wagner;wagner;;
5807;associatif;associative;;
5808;brouillard;fog;;
5809;boucher;butcher;;
5810;poétique;poetic;;
5811;westerlo;westerlo;;
5812;limitation;limitation;;
5813;stars;stars;;
5814;judith;judith;;
5815;hadja;hadja;;
5816;trahison;treason;;
5817;poignet;wrist;;
5818;suspecter;suspect;;
5819;lèvre;lip;;
5820;luke;Luke;;
5821;effondrer;collapse;;
5822;solitude;solitude;;
5823;bizarre;weird;;
5824;chalet;cottage;;
5825;atypique;atypical;;
5826;chair;flesh;;
5827;déchirer;rip;;
5828;kennedy;kennedy;;
5829;dévouement;dedication;;
5830;doyen;dean;;
5831;spécificité;specificity;;
5832;inter;inter;;
5833;jordanie;Jordan;;
5834;canicule;heat wave;;
5835;pâques;Easter;;
5836;baccalauréat;baccalaureate;;
5837;nager;swim;;
5838;suv;suv;;
5839;soucieux;worried;;
5840;chatgpt;chatgpt;;
5841;décollage;takeoff;;
5842;cnn;cnn;;
5843;chaotique;chaotic;;
5844;dysfonctionnement;dysfunction;;
5845;recyclage;recycling;;
5846;charlie;Charlie;;
5847;écrit;writing;;
5848;montpellier;montpellier;;
5849;leafs;leaves;;
5850;nikki;nikki;;
5851;privilèg;privilege;;
5852;nasrallah;nasrallah;;
5853;alouette;lark;;
5854;actualité;news;;
5855;puits;well;;
5856;colonisation;colonization;;
5857;tremblement;trembling;;
5858;idem;idem;;
5859;america;America;;
5860;chroniqueur;columnist;;
5861;cendre;ash;;
5862;navette;shuttle;;
5863;finition;finishing;;
5864;débordement;overflow;;
5865;routine;routine;;
5866;renvoi;referral;;
5867;podcast;podcast;;
5868;ontario;Ontario;;
5869;réclusion;seclusion;;
5870;carnet;notebook;;
5871;metteur;transmitter;;
5872;parer;parry;;
5873;épidémie;epidemic;;
5874;dc;DC;;
5875;réacteur;reactor;;
5876;projeté;projected;;
5877;grégory;Gregory;;
5878;coutume;custom;;
5879;youcef;youcef;;
5880;attraction;attraction;;
5881;primer;primer;;
5882;nerveux;nervous;;
5883;incursion;incursion;;
5884;débarquement;landing;;
5885;story;story;;
5886;vii;vii;;
5887;cruel;cruel;;
5888;redéfinir;redefine;;
5889;agriculture;agriculture;;
5890;sergio;sergio;;
5891;acquitter;acquit;;
5892;meloni;meloni;;
5893;attraper;catch;;
5894;léopold;leopold;;
5895;intégration;integration;;
5896;kamel;kamel;;
5897;poulet;chicken;;
5898;martinez;martinez;;
5899;fouiller;rummage;;
5900;messi;messi;;
5901;éclairage;lighting;;
5902;exportateur;exporter;;
5903;reléguer;relegate;;
5904;planer;hover;;
5905;influenceur;influencer;;
5906;poilievre;poilievre;;
5907;photovoltaïque;photovoltaic;;
5908;haie;hedge;;
5909;vapeur;steam;;
5910;mary;mary;;
5911;coréen;Korean;;
5912;vs;vs.;;
5913;désolé;Sorry;;
5914;cohabitation;cohabitation;;
5915;dedans;inside;;
5916;diffamation;defamation;;
5917;atténuer;mitigate;;
5918;focaliser;focus;;
5919;songer;to think;;
5920;bathurst;bathurst;;
5921;agenda;diary;;
5922;sos;sos;;
5923;funéraille;funeral;;
5924;flame;flame;;
5925;multiplication;multiplication;;
5926;textile;textile;;
5927;réflexe;reflex;;
5928;buenos;buenos;;
5929;paradi;paradise;;
5930;hill;hill;;
5931;pack;pack;;
5932;nostalgie;nostalgia;;
5933;serbie;Serbia;;
5934;sillage;wake;;
5935;palace;palace;;
5936;all;all;;
5937;campement;camp;;
5938;civilisation;civilization;;
5939;mahmoud;mahmoud;;
5940;matinal;morning;;
5941;oncle;uncle;;
5942;cryptomonnaie;cryptocurrency;;
5943;nivelle;level;;
5944;élimination;elimination;;
5945;taxer;tax;;
5946;sponsor;sponsor;;
5947;wimbledon;wimbledon;;
5948;clou;nail;;
5949;coco;coconut;;
5950;lomé;lome;;
5951;agnès;agnès;;
5952;fall;fall;;
5953;pyongyang;pyongyang;;
5954;cash;cash;;
5955;extraire;extract;;
5956;clarté;clarity;;
5957;altitude;altitude;;
5958;propulser;propel;;
5959;day;day;;
5960;inévitable;inevitable;;
5961;hub;hub;;
5962;déménagement;moving;;
5963;prestige;prestige;;
5964;iconique;iconic;;
5965;typique;typical;;
5966;croyance;belief;;
5967;montois;Mons;;
5968;poignarder;stab;;
5969;spider;spider;;
5970;dlc;dlc;;
